time,open,high,low,close,Up Trend,Down Trend,EMA,EMA
2026-03-19T15:03:00+05:30,137.01,137.01,136.56,136.57,,137.82567986769848,141.5251986859652,139.11598676749173
2026-03-19T15:06:00+05:30,136.58,136.58,136.1,136.1,,137.42061188092865,141.51435912815109,139.05626425724438
2026-03-19T15:09:00+05:30,136.2,136.71,136.15,136.68,,137.42061188092865,141.50470006895398,139.00920951947717
2026-03-19T15:12:00+05:30,136.37,136.66,136.33,136.59,,137.42061188092865,141.49488048839663,138.96130438047763
2026-03-19T15:15:00+05:30,136.65,136.7,136.5,136.65,,137.42061188092865,141.48520040750074,138.9155359769038
2026-03-19T15:18:00+05:30,136.7,137.36,136.62,137.36,,137.42061188092865,141.4769582488444,138.88473328429185
2026-03-19T15:21:00+05:30,137.44,137.64,137.05,137.51,136.08489819043047,,141.46903225833722,138.85751084301876
2026-03-19T15:24:00+05:30,137.5,137.62,137.4,137.57,136.3099083713874,,141.46124198409478,138.83201557880056
2026-03-19T15:27:00+05:30,137.6,137.62,136.5,136.99,136.3099083713874,,141.45230843367702,138.7955400227847
2026-03-20T09:15:00+05:30,138.74,141.71,138.74,141.04,137.53452578082383,,141.45148464060273,138.83998477480878
2026-03-20T09:18:00+05:30,141.24,141.81,141,141,138.74057320274142,,141.45058257338874,138.88275735352545
2026-03-20T09:21:00+05:30,141,142.25,140.86,141.9,138.74057320274142,,141.45148051030506,138.94250473266356
2026-03-20T09:24:00+05:30,141.9,142.13,141.69,141.84,139.24451429422055,,141.45225677302173,138.9998808765712
2026-03-20T09:27:00+05:30,141.93,142.32,141.84,141.84,139.5370628647985,,141.45303148476395,139.05612085921337
2026-03-20T09:30:00+05:30,141.94,141.94,141.6,141.75,139.5370628647985,,141.45362482845073,139.10946500061507
2026-03-20T09:33:00+05:30,141.7,141.79,141.51,141.65,139.5370628647985,,141.45401718643583,139.15977262436527
2026-03-20T09:36:00+05:30,141.6,141.76,141.14,141.14,139.5370628647985,,141.45338977946992,139.19898504764518
2026-03-20T09:39:00+05:30,141,141.08,140.8,140.84,139.5370628647985,,141.45216422546497,139.23148039323635
2026-03-20T09:42:00+05:30,140.85,140.85,140.4,140.4,139.5370628647985,,141.45006199924026,139.2546193953505
2026-03-20T09:45:00+05:30,140.38,140.52,140.21,140.28,139.5370628647985,,141.44772421302798,139.2749239617792
2026-03-20T09:48:00+05:30,140.38,140.55,140.29,140.29,139.5370628647985,,141.44541107773722,139.29502447738753
2026-03-20T09:51:00+05:30,140.37,140.37,140.02,140.09,139.5370628647985,,141.44270296369578,139.3107665669442
2026-03-20T09:54:00+05:30,140.1,140.7,139.9,140.52,139.5370628647985,,141.44085940133075,139.33471178344035
2026-03-20T09:57:00+05:30,140.45,140.88,140.45,140.8,139.5370628647985,,141.43957896296646,139.36372739168905
2026-03-20T10:00:00+05:30,140.8,140.8,140.25,140.32,139.5370628647985,,141.43734204196153,139.38266348294275
2026-03-20T10:03:00+05:30,140.5,140.61,140.36,140.54,139.5370628647985,,141.4355491507688,139.40558103773597
2026-03-20T10:06:00+05:30,140.6,140.6,140.25,140.25,139.5370628647985,,141.43318042119682,139.42230220530556
2026-03-20T10:09:00+05:30,140.25,140.51,140.01,140.08,139.5370628647985,,141.43047676401162,139.43532592401237
2026-03-20T10:12:00+05:30,140.25,140.25,139.8,139.9,139.5370628647985,,141.42741886837922,139.4445273908636
