time,open,high,low,close,Up Trend,Down Trend,EMA
2026-03-20T14:10:00+05:30,138.42,138.42,138.3,138.36,,139.31171428997126,142.49276664951282
2026-03-20T14:15:00+05:30,138.36,138.36,138.2,138.34,,139.18454286097412,142.48446941344986
2026-03-20T14:20:00+05:30,138.34,138.47,138.1,138.22,,139.18454286097412,142.47594899504136
2026-03-20T14:25:00+05:30,138.22,140.38,138.1,140.27,137.72342028261096,,142.4715415045418
2026-03-20T14:30:00+05:30,140.3,140.9,139.87,139.97,138.71107825434984,,142.46654341961764
2026-03-20T14:35:00+05:30,140.05,140.46,137.22,137.45,,141.31852957108512,142.45652035584217
2026-03-20T14:40:00+05:30,137.5,138.21,137,137.91,,140.19867661397663,142.44743639908725
2026-03-20T14:45:00+05:30,137.9,137.96,137.75,137.9,,140.19867661397663,142.43835061207608
2026-03-20T14:50:00+05:30,137.9,137.98,137.15,137.29,,139.97157805732107,142.42806419726674
2026-03-20T14:55:00+05:30,137.34,139,137.34,138.33,,139.97157805732107,142.41987625681264
2026-03-20T15:00:00+05:30,138.33,138.34,137.81,138.02,,139.97157805732107,142.41108529526056
2026-03-20T15:05:00+05:30,138.15,138.82,138.02,138.51,,139.97157805732107,142.40329091904624
2026-03-20T15:10:00+05:30,138.5,138.5,137.76,137.76,,139.97157805732107,142.3940136145127
2026-03-20T15:15:00+05:30,137.8,137.9,137.2,137.35,,139.97157805732107,142.38393566523294
2026-03-20T15:20:00+05:30,137.38,138.29,137.34,138.19,,139.97157805732107,142.3755561733943
2026-03-20T15:25:00+05:30,138.21,138.99,138.01,138.15,,139.97157805732107,142.36711350371718
2026-03-23T09:15:00+05:30,136.05,136.39,135,135.17,,138.94369847068222,142.3527336565569
2026-03-23T09:20:00+05:30,134.63,135.21,134.16,134.65,,137.923828623614,142.33734357932101
2026-03-23T09:25:00+05:30,134.6,134.92,134.4,134.4,,137.7309457612526,142.3214847509907
2026-03-23T09:30:00+05:30,134.27,135.08,134.15,134.97,,137.65785118512736,142.30679646976992
2026-03-23T09:35:00+05:30,134.86,135.48,134.86,135.4,,137.65785118512736,142.29299667662352
2026-03-23T09:40:00+05:30,135.45,135.77,135.16,135.4,,137.65785118512736,142.2792244554914
2026-03-23T09:45:00+05:30,135.19,135.19,134.27,134.4,,137.60259851395784,142.26348174928663
2026-03-23T09:50:00+05:30,134.41,134.47,134.22,134.3,,137.00533866256205,142.2475706968405
2026-03-23T09:55:00+05:30,134.34,134.59,134.22,134.34,,136.91030479630584,142.2317713547889
2026-03-23T10:00:00+05:30,134.34,134.5,134.2,134.23,,136.69477431667525,142.21578379963447
2026-03-23T10:05:00+05:30,134.36,134.36,133.55,133.6,,136.30829688500773,142.19856944638843
2026-03-23T10:10:00+05:30,133.7,134.09,133.7,134.05,,136.15996719650695,142.18228858835369
2026-03-23T10:15:00+05:30,134,134.02,133.32,133.32,,135.92747047685629,142.1645817180473
2026-03-23T10:20:00+05:30,133.3,133.53,133.25,133.27,,135.50572342917064,142.14681032600325
2026-03-23T10:25:00+05:30,133.35,133.35,132.34,132.37,,135.0521510862536,142.1272762394378
2026-03-23T10:30:00+05:30,132.48,132.5,132.07,132.11,,134.4004359776282,142.10726170149687
2026-03-23T10:35:00+05:30,132.11,133.2,132.05,132.75,,134.4004359776282,142.08856587392145
2026-03-23T10:40:00+05:30,132.63,132.66,132.3,132.5,,134.4004359776282,142.06940790014738
2026-03-23T10:45:00+05:30,132.15,132.82,132.15,132.77,,134.4004359776282,142.05082766458264
2026-03-23T10:50:00+05:30,132.61,132.61,132,132,,134.4004359776282,142.03074609082722
2026-03-23T10:55:00+05:30,132,132.1,131.59,131.95,,133.94262329042968,142.0106047399964
2026-03-23T11:00:00+05:30,131.95,132,131.75,131.95,,133.83786096138672,141.9905036316248
2026-03-23T11:05:00+05:30,131.98,132.08,131.75,131.99,,133.78057486524807,141.97052260538777
2026-03-23T11:10:00+05:30,131.95,131.95,131.21,131.37,,133.49301737872324,141.94934274004234
2026-03-23T11:15:00+05:30,131.37,131.37,131.21,131.3,,133.05971564085092,141.92806533197032
2026-03-23T11:20:00+05:30,131.3,131.62,131.21,131.32,,133.05971564085092,141.9068703962421
2026-03-23T11:25:00+05:30,131.33,131.46,131.21,131.38,,132.95416966908925,141.88583768815772
2026-03-23T11:30:00+05:30,131.5,131.71,131.3,131.45,,132.95416966908925,141.86498686360596
2026-03-23T11:35:00+05:30,131.46,131.55,131.31,131.4,,132.9242274319623,141.8440777989434
