Symbol,Date,Time,Open,High,Low,Close,EMA,Signal,Qty,TimeChart,TimeEpoch,SignalKey
AMBER,07-Aug-25,14.51,7701.5,7708.5,7698.5,7702.0,7674.392709407514,BUY,100,2025-08-07 14:51,1754558460,07-Aug-25|14.51|7701.5|7702.0
AMBER,08-Aug-25,09.33,7667.0,7674.5,7650.5,7655.0,7680.279292775829,SELL,100,2025-08-08 09:33,1754625780,08-Aug-25|09.33|7667.0|7655.0
AMBER,13-Aug-25,10.27,6930.0,6975.0,6919.0,6970.0,6931.217677058586,BUY,100,2025-08-13 10:27,1755061020,13-Aug-25|10.27|6930.0|6970.0
AMBER,13-Aug-25,11.09,6936.0,6937.0,6906.0,6910.0,6933.891747815056,SELL,100,2025-08-13 11:09,1755063540,13-Aug-25|11.09|6936.0|6910.0
AMBER,13-Aug-25,11.48,6954.0,6965.0,6946.5,6960.5,6931.594975891514,BUY,100,2025-08-13 11:48,1755065880,13-Aug-25|11.48|6954.0|6960.5
AMBER,14-Aug-25,09.33,6937.0,6939.5,6905.0,6914.0,6951.715825489368,SELL,100,2025-08-14 09:33,1755144180,14-Aug-25|09.33|6937.0|6914.0
AMBER,18-Aug-25,09.21,7281.0,7439.0,7281.0,7419.5,6931.974035633827,BUY,100,2025-08-18 09:21,1755489060,18-Aug-25|09.21|7281.0|7419.5
AMBER,21-Aug-25,09.24,7368.0,7375.0,7340.0,7343.0,7372.294192642174,SELL,100,2025-08-21 09:24,1755748440,21-Aug-25|09.24|7368.0|7343.0
AMBER,22-Aug-25,09.48,7366.0,7402.5,7366.0,7402.5,7357.1120980839105,BUY,100,2025-08-22 09:48,1755836280,22-Aug-25|09.48|7366.0|7402.5
AMBER,22-Aug-25,12.45,7338.0,7338.5,7320.0,7320.0,7359.853009057973,SELL,100,2025-08-22 12:45,1755846900,22-Aug-25|12.45|7338.0|7320.0
AMBER,25-Aug-25,10.48,7343.0,7359.0,7342.0,7355.0,7326.784553575182,BUY,100,2025-08-25 10:48,1756099080,25-Aug-25|10.48|7343.0|7355.0
